Report Date,Health District,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths
05/18/2021,Chesapeake,Not Reported,115,0,1
05/18/2021,Chesterfield,Not Reported,432,0,0
05/18/2021,Peninsula,Not Reported,112,0,0
05/18/2021,Piedmont,Not Reported,48,0,0
05/18/2021,Rappahannock,Not Reported,544,0,0
05/18/2021,Loudoun,Female,13722,468,151
05/18/2021,Rappahannock Rapidan,Female,5895,226,82
05/18/2021,Richmond,Female,8889,423,131
05/18/2021,Pittsylvania-Danville,Male,4433,239,103
05/18/2021,Rappahannock Rapidan,Male,6224,287,108
05/18/2021,Blue Ridge,Not Reported,76,2,1
05/18/2021,Loudoun,Not Reported,298,0,0
05/18/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/18/2021,Rappahannock Rapidan,Not Reported,398,5,0
05/18/2021,Mount Rogers,Female,9661,641,247
05/18/2021,Western Tidewater,Female,7223,352,165
05/18/2021,Alexandria,Male,5654,301,72
05/18/2021,Blue Ridge,Male,7489,307,107
05/18/2021,Cumberland Plateau,Male,3891,232,96
05/18/2021,Henrico,Male,11592,506,279
05/18/2021,Prince William,Male,24425,1033,323
05/18/2021,Richmond,Male,7964,379,135
05/18/2021,Roanoke,Male,3767,112,107
05/18/2021,Cumberland Plateau,Not Reported,1,0,0
05/18/2021,Hampton,Not Reported,41,0,0
05/18/2021,Mount Rogers,Not Reported,112,3,1
05/18/2021,Richmond,Not Reported,158,0,0
05/18/2021,Hampton,Female,5648,165,66
05/18/2021,Henrico,Female,13563,556,333
05/18/2021,Virginia Beach,Female,18617,813,199
05/18/2021,Crater,Male,8022,281,150
05/18/2021,New River,Male,7866,208,88
05/18/2021,Southside,Male,3136,120,83
05/18/2021,Arlington,Not Reported,61,0,0
05/18/2021,Fairfax,Not Reported,434,3,1
05/18/2021,Lenowisco,Not Reported,1,0,0
05/18/2021,Virginia Beach,Not Reported,374,1,0
05/18/2021,West Piedmont,Not Reported,20,0,1
05/18/2021,Alleghany,Female,8062,208,154
05/18/2021,Chickahominy,Female,5798,194,101
05/18/2021,Lenowisco,Female,3835,194,96
05/18/2021,Lord Fairfax,Female,11170,405,207
05/18/2021,Peninsula,Female,12616,347,193
05/18/2021,Prince William,Female,25849,832,231
05/18/2021,Three Rivers,Female,5028,207,84
05/18/2021,Alleghany,Male,7112,213,144
05/18/2021,Central Virginia,Male,10758,450,219
05/18/2021,Lord Fairfax,Male,9945,441,206
05/18/2021,Western Tidewater,Male,6932,357,181
05/18/2021,Central Virginia,Not Reported,493,6,2
05/18/2021,Lord Fairfax,Not Reported,128,0,0
05/18/2021,Western Tidewater,Not Reported,35,0,0
05/19/2021,Fairfax,Female,39192,1807,519
05/19/2021,New River,Female,8409,223,131
05/19/2021,Portsmouth,Female,4866,363,103
05/19/2021,West Piedmont,Female,6416,400,147
05/19/2021,Chickahominy,Male,5611,213,113
05/19/2021,Eastern Shore,Male,1716,160,42
05/19/2021,Fairfax,Male,38082,2285,589
05/19/2021,Lenowisco,Male,3943,228,111
05/19/2021,Portsmouth,Male,4191,312,94
05/19/2021,Three Rivers,Male,4930,204,103
05/19/2021,Chickahominy,Not Reported,191,0,1
05/19/2021,Portsmouth,Not Reported,18,0,0
05/19/2021,Three Rivers,Not Reported,64,1,0
05/19/2021,Loudoun,Female,13726,468,151
05/19/2021,Rappahannock Rapidan,Female,5904,227,82
05/19/2021,Richmond,Female,8893,424,130
05/19/2021,Pittsylvania-Danville,Male,4441,239,103
05/19/2021,Rappahannock Rapidan,Male,6227,287,108
05/19/2021,Blue Ridge,Not Reported,76,2,1
05/19/2021,Loudoun,Not Reported,298,0,0
05/19/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/19/2021,Rappahannock Rapidan,Not Reported,396,5,0
05/19/2021,Chesapeake,Female,10949,510,147
05/19/2021,Chesterfield,Female,16216,547,241
05/19/2021,Crater,Female,7760,309,180
05/19/2021,Cumberland Plateau,Female,4411,209,69
05/19/2021,Eastern Shore,Female,1916,128,36
05/19/2021,Roanoke,Female,4682,140,85
05/19/2021,Southside,Female,3268,104,83
05/19/2021,Virginia Beach,Male,16980,813,202
05/19/2021,West Piedmont,Male,5191,411,171
05/19/2021,Crater,Not Reported,223,3,1
05/19/2021,Eastern Shore,Not Reported,18,0,0
05/19/2021,New River,Not Reported,72,0,1
05/19/2021,Norfolk,Not Reported,91,0,0
05/19/2021,Southside,Not Reported,41,0,0
05/19/2021,Arlington,Female,7501,371,112
05/19/2021,Central Shenandoah,Female,14057,484,222
05/19/2021,Norfolk,Female,9208,514,117
05/19/2021,Piedmont,Female,3817,196,72
05/19/2021,Rappahannock,Female,14129,427,121
05/19/2021,Arlington,Male,7717,473,144
05/19/2021,Central Shenandoah,Male,13293,524,267
05/19/2021,Chesapeake,Male,9902,491,150
05/19/2021,Chesterfield,Male,14824,560,271
05/19/2021,Loudoun,Male,13793,595,126
05/19/2021,Norfolk,Male,8431,485,142
05/19/2021,Peninsula,Male,11261,380,190
05/19/2021,Piedmont,Male,5399,227,115
05/19/2021,Rappahannock,Male,13149,469,157
05/19/2021,Central Shenandoah,Not Reported,700,2,1
05/19/2021,Chesapeake,Not Reported,116,0,1
05/19/2021,Chesterfield,Not Reported,432,1,0
05/19/2021,Peninsula,Not Reported,112,0,0
05/19/2021,Piedmont,Not Reported,48,0,0
05/19/2021,Rappahannock,Not Reported,544,0,0
05/19/2021,Mount Rogers,Female,9671,643,247
05/19/2021,Western Tidewater,Female,7228,352,165
05/19/2021,Alexandria,Male,5655,301,72
05/19/2021,Blue Ridge,Male,7494,308,107
05/19/2021,Cumberland Plateau,Male,3895,232,97
05/19/2021,Henrico,Male,11606,507,279
05/19/2021,Prince William,Male,24442,1033,323
05/19/2021,Richmond,Male,7965,379,135
05/19/2021,Roanoke,Male,3767,112,107
05/19/2021,Cumberland Plateau,Not Reported,1,0,0
05/19/2021,Hampton,Not Reported,42,0,0
05/19/2021,Mount Rogers,Not Reported,112,3,1
05/19/2021,Richmond,Not Reported,158,0,0
05/19/2021,Hampton,Female,5649,167,66
05/19/2021,Henrico,Female,13576,556,333
05/19/2021,Virginia Beach,Female,18620,816,199
05/19/2021,Crater,Male,8024,283,150
05/19/2021,New River,Male,7869,209,88
05/19/2021,Southside,Male,3140,120,83
05/19/2021,Arlington,Not Reported,61,0,0
05/19/2021,Fairfax,Not Reported,434,3,1
05/19/2021,Lenowisco,Not Reported,1,0,0
05/19/2021,Virginia Beach,Not Reported,373,1,0
05/19/2021,West Piedmont,Not Reported,21,0,1
05/19/2021,Alleghany,Female,8068,208,154
05/19/2021,Chickahominy,Female,5806,194,101
05/19/2021,Lenowisco,Female,3840,194,97
05/19/2021,Lord Fairfax,Female,11190,405,207
05/19/2021,Peninsula,Female,12626,349,193
05/19/2021,Prince William,Female,25868,832,231
05/19/2021,Three Rivers,Female,5033,207,84
05/19/2021,Alleghany,Male,7121,213,144
05/19/2021,Central Virginia,Male,10772,451,219
05/19/2021,Lord Fairfax,Male,9963,442,206
05/19/2021,Western Tidewater,Male,6934,357,181
05/19/2021,Central Virginia,Not Reported,492,6,2
05/19/2021,Lord Fairfax,Not Reported,127,0,0
05/19/2021,Western Tidewater,Not Reported,35,0,0
05/19/2021,Alexandria,Female,6095,262,63
05/19/2021,Blue Ridge,Female,8298,319,113
05/19/2021,Central Virginia,Female,12028,469,181
05/19/2021,Pittsylvania-Danville,Female,5485,301,113
05/19/2021,Hampton,Male,4790,210,112
05/19/2021,Mount Rogers,Male,8312,672,239
05/19/2021,Alexandria,Not Reported,49,0,0
05/19/2021,Alleghany,Not Reported,55,0,0
05/19/2021,Henrico,Not Reported,212,0,0
05/19/2021,Prince William,Not Reported,407,1,0
05/19/2021,Roanoke,Not Reported,24,0,0
05/20/2021,Alexandria,Female,6109,263,63
05/20/2021,Alleghany,Female,8078,209,155
05/20/2021,Arlington,Female,7504,372,112
05/20/2021,Blue Ridge,Female,8305,320,113
05/20/2021,Central Shenandoah,Female,14067,486,222
05/20/2021,Central Virginia,Female,12043,472,181
05/20/2021,Chesapeake,Female,10953,510,147
05/20/2021,Chesterfield,Female,16230,547,242
05/20/2021,Chickahominy,Female,5807,194,101
05/20/2021,Crater,Female,7772,309,180
05/20/2021,Cumberland Plateau,Female,4424,209,69
05/20/2021,Eastern Shore,Female,1917,128,36
05/20/2021,Fairfax,Female,39207,1807,519
05/20/2021,Hampton,Female,5659,168,66
05/20/2021,Henrico,Female,13583,556,337
05/20/2021,Lenowisco,Female,3839,194,97
05/20/2021,Lord Fairfax,Female,11207,407,207
05/20/2021,Loudoun,Female,13736,469,151
05/20/2021,Mount Rogers,Female,9681,644,248
05/20/2021,New River,Female,8416,223,131
05/20/2021,Norfolk,Female,9217,516,117
05/20/2021,Peninsula,Female,12638,350,193
05/20/2021,Piedmont,Female,3820,197,72
05/20/2021,Pittsylvania-Danville,Female,5484,301,113
05/20/2021,Portsmouth,Female,4868,363,103
05/20/2021,Prince William,Female,25887,832,231
05/20/2021,Rappahannock,Female,14159,428,121
05/20/2021,Rappahannock Rapidan,Female,5910,228,82
05/20/2021,Richmond,Female,8895,424,130
05/20/2021,Roanoke,Female,4684,140,85
05/20/2021,Southside,Female,3263,104,83
05/20/2021,Three Rivers,Female,5038,207,84
05/20/2021,Virginia Beach,Female,18635,817,200
05/20/2021,West Piedmont,Female,6421,402,147
05/20/2021,Western Tidewater,Female,7227,354,165
05/20/2021,Alexandria,Male,5658,301,72
05/20/2021,Alleghany,Male,7124,213,144
05/20/2021,Arlington,Male,7718,474,144
05/20/2021,Blue Ridge,Male,7499,311,107
05/20/2021,Central Shenandoah,Male,13301,528,268
05/20/2021,Central Virginia,Male,10789,453,219
05/20/2021,Chesapeake,Male,9906,491,150
05/20/2021,Chesterfield,Male,14852,561,271
05/20/2021,Chickahominy,Male,5614,213,113
05/20/2021,Crater,Male,8035,282,150
05/20/2021,Cumberland Plateau,Male,3902,233,98
05/20/2021,Eastern Shore,Male,1717,160,42
05/20/2021,Fairfax,Male,38108,2287,589
05/20/2021,Hampton,Male,4794,212,112
05/20/2021,Henrico,Male,11615,507,279
05/20/2021,Lenowisco,Male,3946,229,114
05/20/2021,Lord Fairfax,Male,9973,445,207
05/20/2021,Loudoun,Male,13800,594,126
05/20/2021,Mount Rogers,Male,8320,676,239
05/20/2021,New River,Male,7873,210,88
05/20/2021,Norfolk,Male,8442,485,142
05/20/2021,Peninsula,Male,11267,380,190
05/20/2021,Piedmont,Male,5399,227,114
05/20/2021,Pittsylvania-Danville,Male,4446,239,103
05/20/2021,Portsmouth,Male,4194,312,94
05/20/2021,Prince William,Male,24459,1034,325
05/20/2021,Rappahannock,Male,13180,470,158
05/20/2021,Rappahannock Rapidan,Male,6231,287,108
05/20/2021,Richmond,Male,7971,379,135
05/20/2021,Roanoke,Male,3768,112,107
05/20/2021,Southside,Male,3142,120,84
05/20/2021,Three Rivers,Male,4935,204,103
05/20/2021,Virginia Beach,Male,17000,816,203
05/20/2021,West Piedmont,Male,5199,413,172
05/20/2021,Western Tidewater,Male,6941,357,182
05/20/2021,Alexandria,Not Reported,50,0,0
05/20/2021,Alleghany,Not Reported,55,0,0
05/20/2021,Arlington,Not Reported,62,0,0
05/20/2021,Blue Ridge,Not Reported,75,2,1
05/20/2021,Central Shenandoah,Not Reported,702,2,1
05/20/2021,Central Virginia,Not Reported,493,6,2
05/20/2021,Chesapeake,Not Reported,117,0,1
05/20/2021,Chesterfield,Not Reported,434,1,0
05/20/2021,Chickahominy,Not Reported,192,0,1
05/20/2021,Crater,Not Reported,222,3,1
05/20/2021,Cumberland Plateau,Not Reported,2,0,0
05/20/2021,Eastern Shore,Not Reported,18,0,0
05/20/2021,Fairfax,Not Reported,436,3,1
05/20/2021,Hampton,Not Reported,42,0,0
05/20/2021,Henrico,Not Reported,218,0,0
05/20/2021,Lenowisco,Not Reported,1,0,0
05/20/2021,Lord Fairfax,Not Reported,127,0,0
05/20/2021,Loudoun,Not Reported,297,0,0
05/20/2021,Mount Rogers,Not Reported,112,3,1
05/20/2021,New River,Not Reported,72,0,1
05/20/2021,Norfolk,Not Reported,91,0,0
05/20/2021,Peninsula,Not Reported,113,0,0
05/20/2021,Piedmont,Not Reported,48,0,0
05/20/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/20/2021,Portsmouth,Not Reported,18,0,0
05/20/2021,Prince William,Not Reported,406,1,0
05/20/2021,Rappahannock,Not Reported,545,0,0
05/20/2021,Rappahannock Rapidan,Not Reported,395,5,0
05/20/2021,Richmond,Not Reported,161,0,0
05/20/2021,Roanoke,Not Reported,25,0,0
05/20/2021,Southside,Not Reported,41,0,0
05/20/2021,Three Rivers,Not Reported,64,1,0
05/20/2021,Virginia Beach,Not Reported,375,1,0
05/20/2021,West Piedmont,Not Reported,21,0,1
05/20/2021,Western Tidewater,Not Reported,35,0,0
05/21/2021,Alexandria,Female,6110,263,63
05/21/2021,Alleghany,Female,8080,209,155
05/21/2021,Arlington,Female,7504,374,112
05/21/2021,Blue Ridge,Female,8304,324,113
05/21/2021,Central Shenandoah,Female,14071,488,222
05/21/2021,Central Virginia,Female,12062,476,183
05/21/2021,Chesapeake,Female,10960,511,147
05/21/2021,Chesterfield,Female,16248,547,242
05/21/2021,Chickahominy,Female,5815,194,101
05/21/2021,Crater,Female,7774,309,180
05/21/2021,Cumberland Plateau,Female,4433,209,69
05/21/2021,Eastern Shore,Female,1917,128,36
05/21/2021,Fairfax,Female,39218,1808,519
05/21/2021,Hampton,Female,5665,171,66
05/21/2021,Henrico,Female,13594,556,337
05/21/2021,Lenowisco,Female,3840,194,97
05/21/2021,Lord Fairfax,Female,11214,408,207
05/21/2021,Loudoun,Female,13744,470,151
05/21/2021,Mount Rogers,Female,9690,644,248
05/21/2021,New River,Female,8417,223,131
05/21/2021,Norfolk,Female,9228,517,117
05/21/2021,Peninsula,Female,12645,351,193
05/21/2021,Piedmont,Female,3824,198,72
05/21/2021,Pittsylvania-Danville,Female,5487,302,113
05/21/2021,Portsmouth,Female,4869,363,103
05/21/2021,Prince William,Female,25898,835,231
05/21/2021,Rappahannock,Female,14178,430,121
05/21/2021,Rappahannock Rapidan,Female,5909,228,82
05/21/2021,Richmond,Female,8900,423,130
05/21/2021,Roanoke,Female,4689,140,85
05/21/2021,Southside,Female,3265,105,84
05/21/2021,Three Rivers,Female,5039,208,84
05/21/2021,Virginia Beach,Female,18648,818,200
05/21/2021,West Piedmont,Female,6425,402,147
05/21/2021,Western Tidewater,Female,7231,354,165
05/21/2021,Alexandria,Male,5658,301,72
05/21/2021,Alleghany,Male,7126,213,144
05/21/2021,Arlington,Male,7719,474,144
05/21/2021,Blue Ridge,Male,7497,310,107
05/21/2021,Central Shenandoah,Male,13304,528,268
05/21/2021,Central Virginia,Male,10807,455,219
05/21/2021,Chesapeake,Male,9912,491,150
05/21/2021,Chesterfield,Male,14862,563,272
05/21/2021,Chickahominy,Male,5615,213,113
05/21/2021,Crater,Male,8036,281,150
05/21/2021,Cumberland Plateau,Male,3907,233,98
05/21/2021,Eastern Shore,Male,1718,160,42
05/21/2021,Fairfax,Male,38136,2285,590
05/21/2021,Hampton,Male,4799,215,112
05/21/2021,Henrico,Male,11620,507,279
05/21/2021,Lenowisco,Male,3953,229,114
05/21/2021,Lord Fairfax,Male,9981,446,207
05/21/2021,Loudoun,Male,13805,595,126
05/21/2021,Mount Rogers,Male,8325,677,239
05/21/2021,New River,Male,7875,210,88
05/21/2021,Norfolk,Male,8451,486,142
05/21/2021,Peninsula,Male,11276,380,190
05/21/2021,Piedmont,Male,5401,228,114
05/21/2021,Pittsylvania-Danville,Male,4448,239,104
05/21/2021,Portsmouth,Male,4197,313,94
05/21/2021,Prince William,Male,24472,1035,325
05/21/2021,Rappahannock,Male,13197,470,158
05/21/2021,Rappahannock Rapidan,Male,6236,287,108
05/21/2021,Richmond,Male,7975,379,135
05/21/2021,Roanoke,Male,3774,112,107
05/21/2021,Southside,Male,3146,120,84
05/21/2021,Three Rivers,Male,4937,205,103
05/21/2021,Virginia Beach,Male,17009,819,203
05/21/2021,West Piedmont,Male,5204,416,172
05/21/2021,Western Tidewater,Male,6943,358,182
05/21/2021,Alexandria,Not Reported,50,0,0
05/21/2021,Alleghany,Not Reported,55,0,0
05/21/2021,Arlington,Not Reported,62,0,0
05/21/2021,Blue Ridge,Not Reported,75,2,1
05/21/2021,Central Shenandoah,Not Reported,701,2,1
05/21/2021,Central Virginia,Not Reported,492,6,2
05/21/2021,Chesapeake,Not Reported,117,0,1
05/21/2021,Chesterfield,Not Reported,434,1,0
05/21/2021,Chickahominy,Not Reported,192,0,1
05/21/2021,Crater,Not Reported,222,3,1
05/21/2021,Cumberland Plateau,Not Reported,2,0,0
05/21/2021,Eastern Shore,Not Reported,18,0,0
05/21/2021,Fairfax,Not Reported,434,2,1
05/21/2021,Hampton,Not Reported,42,0,0
05/21/2021,Henrico,Not Reported,219,0,0
05/21/2021,Lenowisco,Not Reported,1,0,0
05/21/2021,Lord Fairfax,Not Reported,127,0,0
05/21/2021,Loudoun,Not Reported,297,0,0
05/21/2021,Mount Rogers,Not Reported,112,3,1
05/21/2021,New River,Not Reported,73,0,1
05/21/2021,Norfolk,Not Reported,91,0,0
05/21/2021,Peninsula,Not Reported,112,0,0
05/21/2021,Piedmont,Not Reported,46,0,0
05/21/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/21/2021,Portsmouth,Not Reported,18,0,0
05/21/2021,Prince William,Not Reported,403,1,0
05/21/2021,Rappahannock,Not Reported,544,0,0
05/21/2021,Rappahannock Rapidan,Not Reported,395,5,0
05/21/2021,Richmond,Not Reported,158,0,0
05/21/2021,Roanoke,Not Reported,26,0,0
05/21/2021,Southside,Not Reported,41,0,0
05/21/2021,Three Rivers,Not Reported,64,1,0
05/21/2021,Virginia Beach,Not Reported,368,1,0
05/21/2021,West Piedmont,Not Reported,21,0,1
05/21/2021,Western Tidewater,Not Reported,34,0,0
05/22/2021,Southside,Not Reported,41,0,0
05/22/2021,Chesapeake,Female,10970,513,147
05/22/2021,Richmond,Female,8909,423,130
05/22/2021,Roanoke,Male,3775,112,107
05/22/2021,Fairfax,Not Reported,434,2,1
05/22/2021,Chesapeake,Not Reported,114,0,1
05/22/2021,Cumberland Plateau,Male,3914,233,98
05/22/2021,Eastern Shore,Female,1920,128,36
05/22/2021,Lord Fairfax,Not Reported,127,0,0
05/22/2021,Rappahannock,Not Reported,545,0,0
05/22/2021,Central Shenandoah,Not Reported,701,2,1
05/22/2021,Blue Ridge,Not Reported,74,2,1
05/22/2021,Peninsula,Male,11289,381,190
05/22/2021,Norfolk,Male,8461,488,142
05/22/2021,Alexandria,Female,6113,265,63
05/22/2021,Lenowisco,Male,3954,229,114
05/22/2021,Pittsylvania-Danville,Female,5499,302,115
05/22/2021,New River,Not Reported,73,0,1
05/22/2021,Chesterfield,Not Reported,434,1,0
05/22/2021,Loudoun,Male,13811,595,126
05/22/2021,Rappahannock Rapidan,Female,5909,228,82
05/22/2021,Piedmont,Female,3829,198,74
05/22/2021,Richmond,Male,7975,379,135
05/22/2021,Crater,Female,7782,309,181
05/22/2021,Portsmouth,Female,4873,363,103
05/22/2021,Arlington,Not Reported,61,0,0
05/22/2021,Mount Rogers,Not Reported,112,3,1
05/22/2021,Three Rivers,Not Reported,64,1,0
05/22/2021,Hampton,Male,4804,217,112
05/22/2021,Alleghany,Male,7133,213,144
05/22/2021,Roanoke,Female,4693,140,85
05/22/2021,Loudoun,Not Reported,297,0,0
05/22/2021,Fairfax,Female,39236,1810,520
05/22/2021,Western Tidewater,Male,6942,358,182
05/22/2021,Peninsula,Not Reported,112,0,0
05/22/2021,New River,Male,7880,210,89
05/22/2021,Central Shenandoah,Male,13321,528,269
05/22/2021,Southside,Male,3147,120,84
05/22/2021,Chesterfield,Male,14874,566,272
05/22/2021,Arlington,Female,7506,374,112
05/22/2021,Rappahannock,Male,13207,470,158
05/22/2021,Central Virginia,Male,10814,459,221
05/22/2021,Alleghany,Not Reported,55,0,0
05/22/2021,Henrico,Male,11628,507,279
05/22/2021,Lord Fairfax,Male,9996,446,208
05/22/2021,Three Rivers,Male,4945,205,103
05/22/2021,Richmond,Not Reported,158,0,0
05/22/2021,Pittsylvania-Danville,Male,4450,240,104
05/22/2021,Portsmouth,Not Reported,19,0,0
05/22/2021,Norfolk,Not Reported,91,0,0
05/22/2021,Chesapeake,Male,9920,492,150
05/22/2021,Chickahominy,Female,5820,194,101
05/22/2021,Blue Ridge,Female,8306,324,113
05/22/2021,Prince William,Male,24488,1035,325
05/22/2021,Eastern Shore,Not Reported,18,0,0
05/22/2021,Eastern Shore,Male,1719,160,42
05/22/2021,Rappahannock Rapidan,Male,6242,287,108
05/22/2021,Henrico,Not Reported,220,0,0
05/22/2021,Cumberland Plateau,Female,4437,209,69
05/22/2021,West Piedmont,Male,5212,416,172
05/22/2021,Hampton,Not Reported,41,0,0
05/22/2021,Alexandria,Not Reported,50,0,0
05/22/2021,Western Tidewater,Not Reported,34,0,0
05/22/2021,Cumberland Plateau,Not Reported,2,0,0
05/22/2021,Virginia Beach,Male,17016,819,203
05/22/2021,Alleghany,Female,8084,209,155
05/22/2021,Lenowisco,Female,3843,195,98
05/22/2021,Virginia Beach,Not Reported,371,1,0
05/22/2021,Western Tidewater,Female,7235,354,165
05/22/2021,Mount Rogers,Male,8338,678,239
05/22/2021,Lord Fairfax,Female,11221,408,207
05/22/2021,Piedmont,Not Reported,46,0,0
05/22/2021,Alexandria,Male,5659,301,72
05/22/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/22/2021,West Piedmont,Not Reported,21,0,1
05/22/2021,Loudoun,Female,13752,470,151
05/22/2021,Hampton,Female,5670,171,66
05/22/2021,Blue Ridge,Male,7502,310,107
05/22/2021,Henrico,Female,13609,557,338
05/22/2021,Prince William,Not Reported,402,1,0
05/22/2021,Chickahominy,Male,5622,213,115
05/22/2021,Rappahannock Rapidan,Not Reported,395,5,0
05/22/2021,Peninsula,Female,12662,352,193
05/22/2021,Lenowisco,Not Reported,1,0,0
05/22/2021,Crater,Not Reported,222,3,1
05/22/2021,Chickahominy,Not Reported,192,0,1
05/22/2021,Portsmouth,Male,4196,313,94
05/22/2021,New River,Female,8418,224,131
05/22/2021,Rappahannock,Female,14186,430,122
05/22/2021,Central Virginia,Female,12072,477,184
05/22/2021,Roanoke,Not Reported,26,0,0
05/22/2021,West Piedmont,Female,6427,402,147
05/22/2021,Mount Rogers,Female,9700,644,248
05/22/2021,Piedmont,Male,5405,229,114
05/22/2021,Chesterfield,Female,16265,547,242
05/22/2021,Fairfax,Male,38150,2291,594
05/22/2021,Crater,Male,8046,281,150
05/22/2021,Central Virginia,Not Reported,495,6,2
05/22/2021,Prince William,Female,25918,835,231
05/22/2021,Virginia Beach,Female,18654,819,201
05/22/2021,Norfolk,Female,9232,517,117
05/22/2021,Three Rivers,Female,5043,208,84
05/22/2021,Arlington,Male,7722,474,144
05/22/2021,Central Shenandoah,Female,14077,488,223
05/22/2021,Southside,Female,3268,105,84
05/23/2021,Alexandria,Female,6114,265,63
05/23/2021,Alleghany,Female,8089,209,155
05/23/2021,Arlington,Female,7505,374,112
05/23/2021,Blue Ridge,Female,8306,324,113
05/23/2021,Central Shenandoah,Female,14077,490,223
05/23/2021,Central Virginia,Female,12074,477,184
05/23/2021,Chesapeake,Female,10972,514,147
05/23/2021,Chesterfield,Female,16267,547,242
05/23/2021,Chickahominy,Female,5823,194,102
05/23/2021,Crater,Female,7786,310,181
05/23/2021,Cumberland Plateau,Female,4439,209,69
05/23/2021,Eastern Shore,Female,1920,128,36
05/23/2021,Fairfax,Female,39248,1810,521
05/23/2021,Hampton,Female,5673,171,66
05/23/2021,Henrico,Female,13617,557,338
05/23/2021,Lenowisco,Female,3843,195,98
05/23/2021,Lord Fairfax,Female,11228,408,207
05/23/2021,Loudoun,Female,13753,470,151
05/23/2021,Mount Rogers,Female,9699,644,248
05/23/2021,New River,Female,8424,225,131
05/23/2021,Norfolk,Female,9238,517,117
05/23/2021,Peninsula,Female,12670,352,193
05/23/2021,Piedmont,Female,3830,198,74
05/23/2021,Pittsylvania-Danville,Female,5502,302,115
05/23/2021,Portsmouth,Female,4877,363,103
05/23/2021,Prince William,Female,25932,835,232
05/23/2021,Rappahannock,Female,14191,430,122
05/23/2021,Rappahannock Rapidan,Female,5910,228,82
05/23/2021,Richmond,Female,8913,423,130
05/23/2021,Roanoke,Female,4697,140,86
05/23/2021,Southside,Female,3269,105,84
05/23/2021,Three Rivers,Female,5042,208,84
05/23/2021,Virginia Beach,Female,18659,819,201
05/23/2021,West Piedmont,Female,6427,402,147
05/23/2021,Western Tidewater,Female,7236,354,166
05/23/2021,Alexandria,Male,5661,301,73
05/23/2021,Alleghany,Male,7138,213,144
05/23/2021,Arlington,Male,7723,474,144
05/23/2021,Blue Ridge,Male,7501,310,107
05/23/2021,Central Shenandoah,Male,13328,528,269
05/23/2021,Central Virginia,Male,10815,459,221
05/23/2021,Chesapeake,Male,9924,493,150
05/23/2021,Chesterfield,Male,14880,566,272
05/23/2021,Chickahominy,Male,5623,213,115
05/23/2021,Crater,Male,8052,281,150
05/23/2021,Cumberland Plateau,Male,3915,233,98
05/23/2021,Eastern Shore,Male,1719,160,42
05/23/2021,Fairfax,Male,38161,2291,594
05/23/2021,Hampton,Male,4806,219,112
05/23/2021,Henrico,Male,11634,507,281
05/23/2021,Lenowisco,Male,3956,229,114
05/23/2021,Lord Fairfax,Male,10002,446,208
05/23/2021,Loudoun,Male,13812,596,126
05/23/2021,Mount Rogers,Male,8339,679,239
05/23/2021,New River,Male,7885,210,89
05/23/2021,Norfolk,Male,8466,487,142
05/23/2021,Peninsula,Male,11295,381,190
05/23/2021,Piedmont,Male,5407,229,114
05/23/2021,Pittsylvania-Danville,Male,4448,239,104
05/23/2021,Portsmouth,Male,4198,313,94
05/23/2021,Prince William,Male,24498,1035,326
05/23/2021,Rappahannock,Male,13211,470,158
05/23/2021,Rappahannock Rapidan,Male,6243,287,108
05/23/2021,Richmond,Male,7977,379,135
05/23/2021,Roanoke,Male,3778,112,107
05/23/2021,Southside,Male,3149,120,84
05/23/2021,Three Rivers,Male,4945,205,103
05/23/2021,Virginia Beach,Male,17023,822,203
05/23/2021,West Piedmont,Male,5214,416,172
05/23/2021,Western Tidewater,Male,6942,358,182
05/23/2021,Alexandria,Not Reported,50,0,0
05/23/2021,Alleghany,Not Reported,55,0,0
05/23/2021,Arlington,Not Reported,61,0,0
05/23/2021,Blue Ridge,Not Reported,74,2,1
05/23/2021,Central Shenandoah,Not Reported,701,2,1
05/23/2021,Central Virginia,Not Reported,494,6,2
05/23/2021,Chesapeake,Not Reported,114,0,1
05/23/2021,Chesterfield,Not Reported,434,1,0
05/23/2021,Chickahominy,Not Reported,192,0,1
05/23/2021,Crater,Not Reported,224,3,1
05/23/2021,Cumberland Plateau,Not Reported,2,0,0
05/23/2021,Eastern Shore,Not Reported,18,0,0
05/23/2021,Fairfax,Not Reported,435,2,1
05/23/2021,Hampton,Not Reported,43,0,0
05/23/2021,Henrico,Not Reported,222,0,0
05/23/2021,Lenowisco,Not Reported,1,0,0
05/23/2021,Lord Fairfax,Not Reported,127,0,0
05/23/2021,Loudoun,Not Reported,297,0,0
05/23/2021,Mount Rogers,Not Reported,112,3,1
05/23/2021,New River,Not Reported,73,0,1
05/23/2021,Norfolk,Not Reported,91,0,0
05/23/2021,Peninsula,Not Reported,115,0,0
05/23/2021,Piedmont,Not Reported,46,0,0
05/23/2021,Pittsylvania-Danville,Not Reported,50,1,2
05/23/2021,Portsmouth,Not Reported,20,0,0
05/23/2021,Prince William,Not Reported,404,1,0
